RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720479371631	 	3.11.3
REQUEST		Get Pikachu	1720479379125	1720479379181	OK	 
USER	Pokemon API Test	END	1720479379185
USER	Pokemon API Test	START	1720479379185
REQUEST		Get Pikachu	1720479379150	1720479379188	OK	 
USER	Pokemon API Test	END	1720479379188
USER	Pokemon API Test	START	1720479379188
REQUEST		Get Pikachu	1720479379143	1720479379189	OK	 
USER	Pokemon API Test	END	1720479379193
REQUEST		Get Pikachu	1720479379133	1720479379189	OK	 
USER	Pokemon API Test	START	1720479379193
USER	Pokemon API Test	END	1720479379193
REQUEST		Get Pikachu	1720479379150	1720479379191	OK	 
USER	Pokemon API Test	END	1720479379194
USER	Pokemon API Test	START	1720479379194
USER	Pokemon API Test	START	1720479379194
REQUEST		Get Pikachu	1720479379164	1720479379201	OK	 
USER	Pokemon API Test	END	1720479379202
USER	Pokemon API Test	START	1720479379202
REQUEST		Get Pikachu	1720479379150	1720479379205	OK	 
USER	Pokemon API Test	END	1720479379208
USER	Pokemon API Test	START	1720479379209
REQUEST		Get Pikachu	1720479379164	1720479379209	OK	 
USER	Pokemon API Test	END	1720479379213
USER	Pokemon API Test	START	1720479379213
REQUEST		Get Pikachu	1720479379161	1720479379218	OK	 
USER	Pokemon API Test	END	1720479379222
USER	Pokemon API Test	START	1720479379223
REQUEST		Get Pikachu	1720479379159	1720479379217	OK	 
USER	Pokemon API Test	END	1720479379223
USER	Pokemon API Test	START	1720479379223
REQUEST		Get Pikachu	1720479379195	1720479379228	OK	 
USER	Pokemon API Test	END	1720479379229
USER	Pokemon API Test	START	1720479379229
REQUEST		Get Pikachu	1720479379186	1720479379230	OK	 
USER	Pokemon API Test	END	1720479379237
USER	Pokemon API Test	START	1720479379238
REQUEST		Get Pikachu	1720479379189	1720479379245	OK	 
USER	Pokemon API Test	END	1720479379249
USER	Pokemon API Test	START	1720479379249
REQUEST		Get Pikachu	1720479379193	1720479379248	OK	 
USER	Pokemon API Test	END	1720479379252
REQUEST		Get Pikachu	1720479379196	1720479379251	OK	 
USER	Pokemon API Test	END	1720479379255
REQUEST		Get Pikachu	1720479379202	1720479379252	OK	 
USER	Pokemon API Test	END	1720479379256
USER	Pokemon API Test	START	1720479379256
USER	Pokemon API Test	START	1720479379256
REQUEST		Get Pikachu	1720479379223	1720479379255	OK	 
USER	Pokemon API Test	END	1720479379258
USER	Pokemon API Test	START	1720479379258
REQUEST		Get Pikachu	1720479379209	1720479379256	OK	 
USER	Pokemon API Test	END	1720479379260
USER	Pokemon API Test	START	1720479379260
USER	Pokemon API Test	START	1720479379261
REQUEST		Get Pikachu	1720479379223	1720479379273	OK	 
USER	Pokemon API Test	END	1720479379278
USER	Pokemon API Test	START	1720479379278
REQUEST		Get Pikachu	1720479379238	1720479379277	OK	 
USER	Pokemon API Test	END	1720479379281
USER	Pokemon API Test	START	1720479379281
REQUEST		Get Pikachu	1720479379229	1720479379280	OK	 
USER	Pokemon API Test	END	1720479379285
USER	Pokemon API Test	START	1720479379286
REQUEST		Get Pikachu	1720479379213	1720479379284	OK	 
USER	Pokemon API Test	END	1720479379288
USER	Pokemon API Test	START	1720479379288
REQUEST		Get Pikachu	1720479379256	1720479379299	OK	 
USER	Pokemon API Test	END	1720479379301
USER	Pokemon API Test	START	1720479379302
REQUEST		Get Pikachu	1720479379260	1720479379302	OK	 
USER	Pokemon API Test	END	1720479379307
USER	Pokemon API Test	START	1720479379307
REQUEST		Get Pikachu	1720479379256	1720479379302	OK	 
USER	Pokemon API Test	END	1720479379307
USER	Pokemon API Test	START	1720479379307
REQUEST		Get Pikachu	1720479379249	1720479379297	OK	 
USER	Pokemon API Test	END	1720479379308
USER	Pokemon API Test	START	1720479379310
REQUEST		Get Pikachu	1720479379261	1720479379309	OK	 
USER	Pokemon API Test	END	1720479379312
USER	Pokemon API Test	START	1720479379312
REQUEST		Get Pikachu	1720479379258	1720479379311	OK	 
USER	Pokemon API Test	END	1720479379315
REQUEST		Get Pikachu	1720479379281	1720479379316	OK	 
USER	Pokemon API Test	START	1720479379317
USER	Pokemon API Test	END	1720479379318
USER	Pokemon API Test	START	1720479379318
REQUEST		Get Pikachu	1720479379279	1720479379327	OK	 
USER	Pokemon API Test	END	1720479379331
USER	Pokemon API Test	START	1720479379331
REQUEST		Get Pikachu	1720479379308	1720479379341	OK	 
USER	Pokemon API Test	END	1720479379342
USER	Pokemon API Test	START	1720479379342
REQUEST		Get Pikachu	1720479379288	1720479379340	OK	 
USER	Pokemon API Test	END	1720479379344
USER	Pokemon API Test	START	1720479379345
REQUEST		Get Pikachu	1720479379287	1720479379341	OK	 
USER	Pokemon API Test	END	1720479379345
USER	Pokemon API Test	START	1720479379345
REQUEST		Get Pikachu	1720479379302	1720479379346	OK	 
USER	Pokemon API Test	END	1720479379351
USER	Pokemon API Test	START	1720479379351
REQUEST		Get Pikachu	1720479379310	1720479379355	OK	 
USER	Pokemon API Test	END	1720479379360
USER	Pokemon API Test	START	1720479379360
REQUEST		Get Pikachu	1720479379331	1720479379364	OK	 
USER	Pokemon API Test	END	1720479379364
USER	Pokemon API Test	START	1720479379364
REQUEST		Get Pikachu	1720479379318	1720479379365	OK	 
USER	Pokemon API Test	END	1720479379371
REQUEST		Get Pikachu	1720479379318	1720479379370	OK	 
USER	Pokemon API Test	END	1720479379374
USER	Pokemon API Test	START	1720479379374
USER	Pokemon API Test	START	1720479379375
REQUEST		Get Pikachu	1720479379308	1720479379376	OK	 
USER	Pokemon API Test	END	1720479379380
USER	Pokemon API Test	START	1720479379380
REQUEST		Get Pikachu	1720479379313	1720479379383	OK	 
USER	Pokemon API Test	END	1720479379387
USER	Pokemon API Test	START	1720479379387
REQUEST		Get Pikachu	1720479379360	1720479379389	OK	 
USER	Pokemon API Test	END	1720479379390
USER	Pokemon API Test	START	1720479379390
REQUEST		Get Pikachu	1720479379345	1720479379392	OK	 
REQUEST		Get Pikachu	1720479379342	1720479379394	OK	 
USER	Pokemon API Test	END	1720479379397
USER	Pokemon API Test	END	1720479379397
USER	Pokemon API Test	START	1720479379397
USER	Pokemon API Test	START	1720479379397
REQUEST		Get Pikachu	1720479379350	1720479379393	OK	 
USER	Pokemon API Test	END	1720479379398
USER	Pokemon API Test	START	1720479379398
REQUEST		Get Pikachu	1720479379365	1720479379407	OK	 
USER	Pokemon API Test	END	1720479379411
USER	Pokemon API Test	START	1720479379411
REQUEST		Get Pikachu	1720479379352	1720479379415	OK	 
USER	Pokemon API Test	END	1720479379420
USER	Pokemon API Test	START	1720479379420
REQUEST		Get Pikachu	1720479379387	1720479379421	OK	 
USER	Pokemon API Test	END	1720479379422
USER	Pokemon API Test	START	1720479379422
REQUEST		Get Pikachu	1720479379380	1720479379429	OK	 
USER	Pokemon API Test	END	1720479379433
USER	Pokemon API Test	START	1720479379433
REQUEST		Get Pikachu	1720479379374	1720479379426	OK	 
USER	Pokemon API Test	END	1720479379435
USER	Pokemon API Test	START	1720479379435
REQUEST		Get Pikachu	1720479379375	1720479379421	OK	 
USER	Pokemon API Test	END	1720479379435
USER	Pokemon API Test	START	1720479379435
REQUEST		Get Pikachu	1720479379398	1720479379445	OK	 
USER	Pokemon API Test	END	1720479379449
REQUEST		Get Pikachu	1720479379390	1720479379448	OK	 
USER	Pokemon API Test	END	1720479379452
USER	Pokemon API Test	START	1720479379452
REQUEST		Get Pikachu	1720479379398	1720479379444	OK	 
USER	Pokemon API Test	END	1720479379453
USER	Pokemon API Test	START	1720479379453
USER	Pokemon API Test	START	1720479379453
REQUEST		Get Pikachu	1720479379412	1720479379455	OK	 
USER	Pokemon API Test	END	1720479379455
USER	Pokemon API Test	START	1720479379455
REQUEST		Get Pikachu	1720479379399	1720479379459	OK	 
USER	Pokemon API Test	END	1720479379465
USER	Pokemon API Test	START	1720479379465
REQUEST		Get Pikachu	1720479379422	1720479379467	OK	 
USER	Pokemon API Test	END	1720479379471
USER	Pokemon API Test	START	1720479379471
REQUEST		Get Pikachu	1720479379436	1720479379474	OK	 
USER	Pokemon API Test	END	1720479379475
USER	Pokemon API Test	START	1720479379475
REQUEST		Get Pikachu	1720479379421	1720479379476	OK	 
USER	Pokemon API Test	END	1720479379486
USER	Pokemon API Test	START	1720479379486
REQUEST		Get Pikachu	1720479379466	1720479379495	OK	 
USER	Pokemon API Test	END	1720479379496
USER	Pokemon API Test	START	1720479379496
REQUEST		Get Pikachu	1720479379452	1720479379502	OK	 
REQUEST		Get Pikachu	1720479379456	1720479379501	OK	 
USER	Pokemon API Test	END	1720479379509
REQUEST		Get Pikachu	1720479379433	1720479379499	OK	 
USER	Pokemon API Test	END	1720479379509
USER	Pokemon API Test	END	1720479379510
USER	Pokemon API Test	START	1720479379510
REQUEST		Get Pikachu	1720479379453	1720479379497	OK	 
USER	Pokemon API Test	END	1720479379513
USER	Pokemon API Test	START	1720479379514
USER	Pokemon API Test	START	1720479379514
REQUEST		Get Pikachu	1720479379435	1720479379505	OK	 
USER	Pokemon API Test	END	1720479379515
USER	Pokemon API Test	START	1720479379515
REQUEST		Get Pikachu	1720479379454	1720479379510	OK	 
USER	Pokemon API Test	START	1720479379524
USER	Pokemon API Test	END	1720479379525
USER	Pokemon API Test	START	1720479379525
REQUEST		Get Pikachu	1720479379475	1720479379528	OK	 
USER	Pokemon API Test	END	1720479379534
USER	Pokemon API Test	START	1720479379534
REQUEST		Get Pikachu	1720479379471	1720479379537	OK	 
USER	Pokemon API Test	END	1720479379542
USER	Pokemon API Test	START	1720479379542
REQUEST		Get Pikachu	1720479379511	1720479379547	OK	 
USER	Pokemon API Test	END	1720479379548
USER	Pokemon API Test	START	1720479379549
REQUEST		Get Pikachu	1720479379486	1720479379545	OK	 
USER	Pokemon API Test	END	1720479379552
USER	Pokemon API Test	START	1720479379552
REQUEST		Get Pikachu	1720479379525	1720479379562	OK	 
USER	Pokemon API Test	END	1720479379563
USER	Pokemon API Test	START	1720479379563
REQUEST		Get Pikachu	1720479379515	1720479379561	OK	 
REQUEST		Get Pikachu	1720479379514	1720479379563	OK	 
USER	Pokemon API Test	END	1720479379567
REQUEST		Get Pikachu	1720479379496	1720479379564	OK	 
USER	Pokemon API Test	START	1720479379568
USER	Pokemon API Test	END	1720479379568
USER	Pokemon API Test	START	1720479379568
USER	Pokemon API Test	END	1720479379573
USER	Pokemon API Test	START	1720479379574
REQUEST		Get Pikachu	1720479379514	1720479379570	OK	 
USER	Pokemon API Test	END	1720479379575
USER	Pokemon API Test	START	1720479379575
REQUEST		Get Pikachu	1720479379534	1720479379579	OK	 
USER	Pokemon API Test	END	1720479379583
USER	Pokemon API Test	START	1720479379583
REQUEST		Get Pikachu	1720479379532	1720479379587	OK	 
USER	Pokemon API Test	END	1720479379592
USER	Pokemon API Test	START	1720479379592
REQUEST		Get Pikachu	1720479379542	1720479379590	OK	 
USER	Pokemon API Test	END	1720479379596
USER	Pokemon API Test	START	1720479379596
REQUEST		Get Pikachu	1720479379563	1720479379603	OK	 
USER	Pokemon API Test	END	1720479379604
USER	Pokemon API Test	START	1720479379604
REQUEST		Get Pikachu	1720479379583	1720479379612	OK	 
USER	Pokemon API Test	END	1720479379613
USER	Pokemon API Test	START	1720479379614
REQUEST		Get Pikachu	1720479379568	1720479379617	OK	 
USER	Pokemon API Test	END	1720479379624
REQUEST		Get Pikachu	1720479379574	1720479379621	OK	 
USER	Pokemon API Test	END	1720479379625
USER	Pokemon API Test	START	1720479379625
REQUEST		Get Pikachu	1720479379552	1720479379619	OK	 
USER	Pokemon API Test	END	1720479379626
USER	Pokemon API Test	START	1720479379626
REQUEST		Get Pikachu	1720479379568	1720479379621	OK	 
USER	Pokemon API Test	END	1720479379627
USER	Pokemon API Test	START	1720479379627
REQUEST		Get Pikachu	1720479379549	1720479379615	OK	 
USER	Pokemon API Test	START	1720479379628
USER	Pokemon API Test	END	1720479379628
USER	Pokemon API Test	START	1720479379629
REQUEST		Get Pikachu	1720479379592	1720479379640	OK	 
USER	Pokemon API Test	END	1720479379644
REQUEST		Get Pikachu	1720479379576	1720479379641	OK	 
USER	Pokemon API Test	END	1720479379645
REQUEST		Get Pikachu	1720479379596	1720479379639	OK	 
USER	Pokemon API Test	END	1720479379646
USER	Pokemon API Test	START	1720479379646
USER	Pokemon API Test	START	1720479379647
USER	Pokemon API Test	START	1720479379648
REQUEST		Get Pikachu	1720479379626	1720479379657	OK	 
USER	Pokemon API Test	END	1720479379658
USER	Pokemon API Test	START	1720479379658
REQUEST		Get Pikachu	1720479379604	1720479379655	OK	 
USER	Pokemon API Test	END	1720479379661
USER	Pokemon API Test	START	1720479379661
REQUEST		Get Pikachu	1720479379614	1720479379670	OK	 
USER	Pokemon API Test	END	1720479379674
USER	Pokemon API Test	START	1720479379674
REQUEST		Get Pikachu	1720479379647	1720479379677	OK	 
USER	Pokemon API Test	END	1720479379678
REQUEST		Get Pikachu	1720479379628	1720479379678	OK	 
USER	Pokemon API Test	END	1720479379685
USER	Pokemon API Test	START	1720479379685
REQUEST		Get Pikachu	1720479379628	1720479379678	OK	 
USER	Pokemon API Test	START	1720479379688
REQUEST		Get Pikachu	1720479379626	1720479379683	OK	 
USER	Pokemon API Test	END	1720479379689
USER	Pokemon API Test	END	1720479379689
USER	Pokemon API Test	START	1720479379689
USER	Pokemon API Test	START	1720479379690
REQUEST		Get Pikachu	1720479379629	1720479379687	OK	 
USER	Pokemon API Test	END	1720479379691
USER	Pokemon API Test	START	1720479379691
REQUEST		Get Pikachu	1720479379648	1720479379697	OK	 
REQUEST		Get Pikachu	1720479379648	1720479379694	OK	 
USER	Pokemon API Test	END	1720479379703
USER	Pokemon API Test	START	1720479379704
USER	Pokemon API Test	END	1720479379704
USER	Pokemon API Test	START	1720479379704
REQUEST		Get Pikachu	1720479379674	1720479379719	OK	 
USER	Pokemon API Test	END	1720479379720
USER	Pokemon API Test	START	1720479379720
REQUEST		Get Pikachu	1720479379658	1720479379721	OK	 
USER	Pokemon API Test	END	1720479379725
USER	Pokemon API Test	START	1720479379725
REQUEST		Get Pikachu	1720479379693	1720479379732	OK	 
REQUEST		Get Pikachu	1720479379661	1720479379731	OK	 
USER	Pokemon API Test	END	1720479379735
USER	Pokemon API Test	END	1720479379736
USER	Pokemon API Test	START	1720479379736
REQUEST		Get Pikachu	1720479379686	1720479379736	OK	 
USER	Pokemon API Test	END	1720479379741
USER	Pokemon API Test	START	1720479379741
REQUEST		Get Pikachu	1720479379690	1720479379738	OK	 
USER	Pokemon API Test	END	1720479379741
USER	Pokemon API Test	START	1720479379741
USER	Pokemon API Test	START	1720479379742
REQUEST		Get Pikachu	1720479379704	1720479379743	OK	 
REQUEST		Get Pikachu	1720479379689	1720479379747	OK	 
USER	Pokemon API Test	END	1720479379757
REQUEST		Get Pikachu	1720479379697	1720479379756	OK	 
USER	Pokemon API Test	END	1720479379759
USER	Pokemon API Test	END	1720479379760
USER	Pokemon API Test	START	1720479379760
USER	Pokemon API Test	START	1720479379761
REQUEST		Get Pikachu	1720479379705	1720479379758	OK	 
USER	Pokemon API Test	END	1720479379762
USER	Pokemon API Test	START	1720479379762
USER	Pokemon API Test	START	1720479379762
REQUEST		Get Pikachu	1720479379720	1720479379770	OK	 
USER	Pokemon API Test	END	1720479379773
USER	Pokemon API Test	START	1720479379773
REQUEST		Get Pikachu	1720479379736	1720479379777	OK	 
USER	Pokemon API Test	END	1720479379778
USER	Pokemon API Test	START	1720479379778
REQUEST		Get Pikachu	1720479379725	1720479379778	OK	 
USER	Pokemon API Test	END	1720479379780
USER	Pokemon API Test	START	1720479379780
REQUEST		Get Pikachu	1720479379741	1720479379800	OK	 
USER	Pokemon API Test	END	1720479379804
USER	Pokemon API Test	START	1720479379804
REQUEST		Get Pikachu	1720479379742	1720479379802	OK	 
USER	Pokemon API Test	END	1720479379806
USER	Pokemon API Test	START	1720479379806
REQUEST		Get Pikachu	1720479379761	1720479379809	OK	 
USER	Pokemon API Test	END	1720479379810
USER	Pokemon API Test	START	1720479379810
REQUEST		Get Pikachu	1720479379742	1720479379814	OK	 
USER	Pokemon API Test	END	1720479379817
REQUEST		Get Pikachu	1720479379762	1720479379814	OK	 
REQUEST		Get Pikachu	1720479379780	1720479379819	OK	 
USER	Pokemon API Test	END	1720479379820
REQUEST		Get Pikachu	1720479379760	1720479379816	OK	 
USER	Pokemon API Test	END	1720479379820
USER	Pokemon API Test	START	1720479379820
USER	Pokemon API Test	START	1720479379820
USER	Pokemon API Test	END	1720479379821
USER	Pokemon API Test	START	1720479379821
USER	Pokemon API Test	START	1720479379822
REQUEST		Get Pikachu	1720479379762	1720479379820	OK	 
USER	Pokemon API Test	END	1720479379824
USER	Pokemon API Test	START	1720479379824
REQUEST		Get Pikachu	1720479379778	1720479379825	OK	 
USER	Pokemon API Test	END	1720479379828
USER	Pokemon API Test	START	1720479379828
REQUEST		Get Pikachu	1720479379773	1720479379834	OK	 
USER	Pokemon API Test	END	1720479379839
USER	Pokemon API Test	START	1720479379839
REQUEST		Get Pikachu	1720479379805	1720479379849	OK	 
USER	Pokemon API Test	END	1720479379853
REQUEST		Get Pikachu	1720479379820	1720479379856	OK	 
USER	Pokemon API Test	END	1720479379856
USER	Pokemon API Test	START	1720479379856
REQUEST		Get Pikachu	1720479379806	1720479379858	OK	 
USER	Pokemon API Test	END	1720479379862
USER	Pokemon API Test	START	1720479379862
REQUEST		Get Pikachu	1720479379810	1720479379852	OK	 
USER	Pokemon API Test	END	1720479379864
USER	Pokemon API Test	START	1720479379864
USER	Pokemon API Test	START	1720479379866
REQUEST		Get Pikachu	1720479379821	1720479379865	OK	 
USER	Pokemon API Test	END	1720479379869
USER	Pokemon API Test	START	1720479379869
REQUEST		Get Pikachu	1720479379825	1720479379869	OK	 
REQUEST		Get Pikachu	1720479379822	1720479379872	OK	 
USER	Pokemon API Test	END	1720479379876
REQUEST		Get Pikachu	1720479379840	1720479379878	OK	 
USER	Pokemon API Test	END	1720479379879
REQUEST		Get Pikachu	1720479379821	1720479379874	OK	 
USER	Pokemon API Test	END	1720479379880
USER	Pokemon API Test	START	1720479379880
REQUEST		Get Pikachu	1720479379828	1720479379877	OK	 
USER	Pokemon API Test	END	1720479379880
USER	Pokemon API Test	START	1720479379880
USER	Pokemon API Test	START	1720479379881
USER	Pokemon API Test	END	1720479379881
USER	Pokemon API Test	START	1720479379882
USER	Pokemon API Test	START	1720479379882
REQUEST		Get Pikachu	1720479379857	1720479379907	OK	 
USER	Pokemon API Test	END	1720479379910
USER	Pokemon API Test	START	1720479379910
REQUEST		Get Pikachu	1720479379866	1720479379911	OK	 
REQUEST		Get Pikachu	1720479379863	1720479379913	OK	 
USER	Pokemon API Test	END	1720479379916
USER	Pokemon API Test	END	1720479379917
USER	Pokemon API Test	START	1720479379917
USER	Pokemon API Test	START	1720479379916
REQUEST		Get Pikachu	1720479379869	1720479379918	OK	 
USER	Pokemon API Test	END	1720479379918
USER	Pokemon API Test	START	1720479379918
REQUEST		Get Pikachu	1720479379882	1720479379925	OK	 
